index,Provider ID,State,ZIP Code,Phone Number,Hospital Type,Hospital Ownership,Emergency Services,Hospital overall rating,Hospital overall rating footnote,Mortality national comparison,Mortality national comparison footnote,Safety of care national comparison,Safety of care national comparison footnote,Readmission national comparison,Readmission national comparison footnote,Patient experience national comparison,Patient experience national comparison footnote,Effectiveness of care national comparison,Effectiveness of care national comparison footnote,Timeliness of care national comparison,Timeliness of care national comparison footnote,Efficient use of medical imaging national comparison,Efficient use of medical imaging national comparison footnote,Location
2933,241370,MN,56345,3206325441,Critical Access Hospitals,Voluntary non-profit - Private,1,3.0,,Unknown,Results are not available for this reporting period,Unknown,Results are not available for this reporting period,Average,,Average,,Unknown,Results are not available for this reporting period,Above Average,,Unknown,Results are not available for this reporting period,"815 SOUTHEAST SECOND STREET, LITTLE FALLS, MN 56345, (45.967325, -94.362642)"
2934,341304,NC,27983,2527946600,Critical Access Hospitals,Voluntary non-profit - Private,1,3.0,,Average,,Unknown,Results are not available for this reporting period,Average,,Unknown,Results are not available for this reporting period,Average,,Average,,Unknown,Results are not available for this reporting period,"1403 SOUTH KINGS STREET, WINDSOR, NC 27983, (35.989358, -76.928229)"
2935,250060,MS,39069,6017863401,Acute Care Hospitals,Government - Local,1,3.0,There are too few measures or measure groups reported to calculate a star rating or measure group score,Unknown,Results are not available for this reporting period,Unknown,Results are not available for this reporting period,Unknown,Results are not available for this reporting period,Unknown,Results are not available for this reporting period,Below Average,,Above Average,,Unknown,Results are not available for this reporting period,"870 S MAIN, FAYETTE, MS 39069, (31.705751, -91.06767)"
2936,250049,MS,39652,6017832353,Acute Care Hospitals,Proprietary,0,4.0,,Average,,Unknown,Results are not available for this reporting period,Average,,Above Average,,Below Average,,Unknown,Results are not available for this reporting period,Unknown,Results are not available for this reporting period,"205 N CHERRY STREET, MAGNOLIA, MS 39652, (31.145626, -90.459291)"
2937,330270,NY,10021,2126061000,Acute Care Hospitals,Voluntary non-profit - Private,1,5.0,,Unknown,Results are not available for this reporting period,Average,,Unknown,Results are not available for this reporting period,Above Average,,Average,,Unknown,Results are not available for this reporting period,Unknown,Results are not available for this reporting period,"535 EAST 70TH STREET, NEW YORK, NY 10021, (40.764866, -73.953128)"
2938,240059,MN,55033,6514804100,Acute Care Hospitals,Voluntary non-profit - Church,1,3.0,,Average,,Average,,Average,,Above Average,,Average,,Above Average,,Unknown,Results are not available for this reporting period,"1175 NININGER ROAD, HASTINGS, MN 55033, (44.747131, -92.871399)"
2939,340010,NC,27534,9197361110,Acute Care Hospitals,Voluntary non-profit - Private,1,3.0,,Average,,Above Average,,Average,,Below Average,,Above Average,,Average,,Average,,"2700 WAYNE MEMORIAL DR, GOLDSBORO, NC 27534, (35.400831, -77.953342)"
2940,340027,NC,28501,2525227000,Acute Care Hospitals,Voluntary non-profit - Private,1,2.0,,Below Average,,Below Average,,Below Average,,Average,,Average,,Average,,Average,,"100 AIRPORT RD, KINSTON, NC 28501, (35.290955, -77.581407)"
2941,330399,NY,10457,2129609000,Acute Care Hospitals,Voluntary non-profit - Private,1,2.0,,Average,,Average,,Average,,Below Average,,Average,,Below Average,,Unknown,Results are not available for this reporting period,"4422 THIRD AVENUE, BRONX, NY 10457, (40.85277, -73.892168)"
2942,330236,NY,11215,7187803000,Acute Care Hospitals,Voluntary non-profit - Private,1,1.0,,Above Average,,Below Average,,Below Average,,Below Average,,Average,,Below Average,,Average,,"506 SIXTH STREET, BROOKLYN, NY 11215, (40.668263, -73.979141)"
2943,330234,NY,10595,9142857017,Acute Care Hospitals,Government - Hospital District or Authority,1,1.0,,Average,,Below Average,,Below Average,,Below Average,,Above Average,,Below Average,,Below Average,,"100 WOODS RD, VALHALLA, NY 10595, (41.08768, -73.803897)"
2944,241337,MN,56762,2187454211,Critical Access Hospitals,Voluntary non-profit - Private,1,3.0,There are too few measures or measure groups reported to calculate a star rating or measure group score,Unknown,Results are not available for this reporting period,Unknown,Results are not available for this reporting period,Unknown,Results are not available for this reporting period,Unknown,Results are not available for this reporting period,Unknown,Results are not available for this reporting period,Unknown,Results are not available for this reporting period,Unknown,Results are not available for this reporting period,"300 WEST GOOD SAMARITAN DRIVE, WARREN, MN 56762, (48.191873, -96.774307)"
2945,330229,NY,14048,7163661111,Acute Care Hospitals,Voluntary non-profit - Private,1,2.0,,Average,,Average,,Average,,Below Average,,Average,,Average,,Unknown,Results are not available for this reporting period,"529 CENTRAL AVENUE, DUNKIRK, NY 14048, (42.479861, -79.333551)"
2946,260200,MO,63367,6366255200,Acute Care Hospitals,Voluntary non-profit - Church,1,3.0,,Average,,Above Average,,Average,,Average,,Above Average,,Average,,Average,,"100 MEDICAL PLAZA, LAKE SAINT LOUIS, MO 63367, (38.803087, -90.774903)"
2947,260160,MO,63841,5736245566,Acute Care Hospitals,Proprietary,1,3.0,,Average,,Unknown,Results are not available for this reporting period,Average,,Unknown,Results are not available for this reporting period,Average,,Above Average,,Average,,"1200 N ONE MILE RD, DEXTER, MO 63841, (36.807432, -89.969973)"
2948,310008,NJ,7666,2018333000,Acute Care Hospitals,Voluntary non-profit - Private,1,4.0,,Above Average,,Above Average,,Average,,Below Average,,Average,,Below Average,,Average,,"718 TEANECK RD, TEANECK, NJ 07666, (40.882377, -74.008629)"
2949,220033,MA,1915,9789223000,Acute Care Hospitals,Voluntary non-profit - Private,1,4.0,,Above Average,,Above Average,,Below Average,,Below Average,,Average,,Below Average,,Above Average,,"85 HERRICK STREET, BEVERLY, MA 01915, (42.565302, -70.877222)"
2950,250094,MS,39402,6012688000,Acute Care Hospitals,Voluntary non-profit - Private,1,3.0,,Average,,Average,,Average,,Below Average,,Above Average,,Above Average,,Average,,"5001 W HARDY ST, HATTIESBURG, MS 39402, (31.323058, -89.3669)"
2951,250162,MS,39521,2284678600,Acute Care Hospitals,Government - Local,1,2.0,,Average,,Average,,Below Average,,Below Average,,Average,,Average,,Average,,"149 DRINKWATER BLVD, BAY SAINT LOUIS, MS 39521, (30.311883, -89.356176)"
2952,271328,MT,59474,4064343200,Critical Access Hospitals,Government - Local,1,3.0,There are too few measures or measure groups reported to calculate a star rating or measure group score,Unknown,Results are not available for this reporting period,Unknown,Results are not available for this reporting period,Unknown,Results are not available for this reporting period,Unknown,Results are not available for this reporting period,Unknown,Results are not available for this reporting period,Unknown,Results are not available for this reporting period,Unknown,Results are not available for this reporting period,"640 PARK AVE, SHELBY, MT 59474, (48.509619, -111.850493)"
2953,251327,MS,39083,6018944541,Critical Access Hospitals,Government - Local,1,3.0,,Average,,Unknown,Results are not available for this reporting period,Average,,Unknown,Results are not available for this reporting period,Unknown,Results are not available for this reporting period,Unknown,Results are not available for this reporting period,Average,,"233 MAGNOLIA STREET, HAZLEHURST, MS 39083, (31.869183, -90.399537)"
2954,340053,NC,28233,7043844000,Acute Care Hospitals,Voluntary non-profit - Private,1,3.0,,Average,,Below Average,,Average,,Average,,Above Average,,Average,,Above Average,,"200 HAWTHORNE LANE BOX 33549, CHARLOTTE, NC 28233, (35.2129, -80.8256)"
2955,330057,NY,12208,5185251550,Acute Care Hospitals,Voluntary non-profit - Private,1,3.0,,Above Average,,Below Average,,Above Average,,Below Average,,Average,,Below Average,,Average,,"315 SOUTH MANNING BOULEVARD, ALBANY, NY 12208, (42.656808, -73.804578)"
2956,241368,MN,56378,3203522221,Critical Access Hospitals,Voluntary non-profit - Private,1,3.0,There are too few measures or measure groups reported to calculate a star rating or measure group score,Unknown,Results are not available for this reporting period,Unknown,Results are not available for this reporting period,Unknown,Results are not available for this reporting period,Above Average,,Average,,Above Average,,Unknown,Results are not available for this reporting period,"425 NORTH ELM STREET, SAUK CENTRE, MN 56378, (45.745942, -94.954569)"
2957,241335,MN,55981,6515654531,Critical Access Hospitals,Voluntary non-profit - Private,1,3.0,There are too few measures or measure groups reported to calculate a star rating or measure group score,Unknown,Results are not available for this reporting period,Unknown,Results are not available for this reporting period,Unknown,Results are not available for this reporting period,Unknown,Results are not available for this reporting period,Average,,Above Average,,Unknown,Results are not available for this reporting period,"1200 GRANT BLVD W, WABASHA, MN 55981, (44.386416, -92.04914)"
2958,230030,MI,48801,9894631101,Acute Care Hospitals,Voluntary non-profit - Private,1,3.0,,Average,,Average,,Average,,Average,,Average,,Average,,Average,,"300 E WARWICK DR, ALMA, MI 48801, (43.39168, -84.662278)"
2959,330004,NY,12401,9143313131,Acute Care Hospitals,Voluntary non-profit - Private,1,1.0,,Average,,Below Average,,Below Average,,Below Average,,Below Average,,Below Average,,Average,,"396 BROADWAY, KINGSTON, NY 12401, (41.92651, -73.995902)"
2960,260065,MO,65804,4178202000,Acute Care Hospitals,Voluntary non-profit - Church,1,3.0,,Below Average,,Average,,Above Average,,Above Average,,Average,,Average,,Above Average,,"1235 E CHEROKEE, SPRINGFIELD, MO 65804, (37.178237, -93.276636)"
2961,450508,TX,75961,9365644611,Acute Care Hospitals,Government - Hospital District or Authority,1,3.0,,Average,,Above Average,,Below Average,,Average,,Below Average,,Average,,Unknown,Results are not available for this reporting period,"1204 MOUND ST, NACOGDOCHES, TX 75961, (31.612411, -94.649469)"
2962,310096,NJ,7102,9738775350,Acute Care Hospitals,Voluntary non-profit - Private,1,2.0,,Above Average,,Below Average,,Below Average,,Below Average,,Below Average,,Below Average,,Average,,"111 CENTRAL AVENUE, NEWARK, NJ 07102, (40.743034, -74.174503)"
2963,290054,NV,89149,7028359700,Acute Care Hospitals,Proprietary,1,2.0,,Average,,Below Average,,Below Average,,Below Average,,Average,,Below Average,,Average,,"6900 N DURANGO DR, LAS VEGAS, NV 89149, (36.286072, -115.28773)"
2964,231310,MI,48755,9894533223,Critical Access Hospitals,Voluntary non-profit - Other,1,4.0,,Unknown,Results are not available for this reporting period,Unknown,Results are not available for this reporting period,Average,,Above Average,,Unknown,Results are not available for this reporting period,Average,,Average,,"170 N CASEVILLE RD, PIGEON, MI 48755, (43.834329, -83.279517)"
2965,240004,MN,55415,6128732338,Acute Care Hospitals,Government - Local,1,2.0,,Average,,Average,,Below Average,,Below Average,,Average,,Below Average,,Average,,"701 PARK AVENUE, MINNEAPOLIS, MN 55415, (44.97285, -93.262707)"
2966,250134,MS,39193,6013518023,Acute Care Hospitals,Government - State,0,3.0,There are too few measures or measure groups reported to calculate a star rating or measure group score,Unknown,Results are not available for this reporting period,Unknown,Results are not available for this reporting period,Unknown,Results are not available for this reporting period,Unknown,Results are not available for this reporting period,Average,,Unknown,Results are not available for this reporting period,Unknown,Results are not available for this reporting period,"3550 HWY 468 W, BLDG 60, WHITFIELD, MS 39193, (32.237919, -90.073325)"
